update_time,id,title,price,sale_count,comment_count,店名,GMV,评论率,价格段,是否爆款,商品品类,品牌均价,品牌级别
2025-11-14,A18980833277,CHANDO/自然堂男士面部护肤套装  洁面洗面奶爽肤水面霜,503.0,2775,124,自然堂,1395825.0,0.044684684684684686,500-1000元,0,面霜,169.77173913043478,中端品牌
2025-11-14,A18981009694,CHANDO/自然堂雪润深澈精华面膜贴5片 补水面膜护肤品专柜,199.0,16963,697,自然堂,3375637.0,0.0410894299357425,100-200元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A18997821811,CHANDO/自然堂娇颜嫩白保湿霜50g  保湿补水滋润清保湿霜,96.0,2748,167,自然堂,263808.0,0.06077147016011645,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A18997825320,CHANDO/自然堂娇颜 保湿乳100ML 持久保湿水嫩肌肤补水 乳液,186.0,13428,1184,自然堂,2497608.0,0.08817396484956806,100-200元,1,乳液,169.77173913043478,中端品牌
2025-11-14,A19008350212,CHANDO/自然堂雪润皙白水乳套装 爽肤水乳液面膜 亮肤补水套装,249.0,22353,2918,自然堂,5565897.0,0.13054176173220597,200-500元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A19009618209,CHANDO/自然堂凝时鲜颜套装水乳/霜套装 补水保湿滋润淡化细纹,348.0,19262,1786,自然堂,6703176.0,0.09272142041324888,200-500元,1,其他,169.77173913043478,中端品牌
2025-11-14,A19371494116,CHANDO/自然堂雪域精粹冰肌精华套组 滋润护肤 精华爽肤水BB套装,508.0,12810,1304,自然堂,6507480.0,0.10179547228727556,500-1000元,1,精华,169.77173913043478,中端品牌
2025-11-14,A19504102657,自然堂水润保湿洁面套装 深层清洁不紧绷补水保湿洁面,76.0,25988,920,自然堂,1975088.0,0.03540095428659381,50-100元,1,洁面,169.77173913043478,中端品牌
2025-11-14,A19743978078,CHANDO/自然堂水润保湿面膜5片装 滋润补水保湿面膜贴 包邮 正品,49.0,57344,4394,自然堂,2809856.0,0.07662527901785714,0-50元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A19757777516,CHANDO/自然堂娇颜粉嫩保湿面膜面贴膜5片  密集补水修护面膜包邮,59.0,17747,1175,自然堂,1047073.0,0.06620837324618245,50-100元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A19829582834,CHANDO/自然堂雪域精粹密集修护滋润冰肌膜 补水保湿滋润面膜,138.0,16203,1645,自然堂,2236014.0,0.10152440906005061,100-200元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A20173231724,自然堂男士保湿补水霜矿物元素滋润肌肤面霜护肤品 正品,89.0,13906,567,自然堂,1237634.0,0.040773766719401694,50-100元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A20173935321,CHANDO/自然堂雪域精粹纯粹滋润乳液 补水保湿滋润修护乳液护肤,148.0,38266,5763,自然堂,5663368.0,0.15060366905346784,100-200元,1,乳液,169.77173913043478,中端品牌
2025-11-14,A20192747878,CHANDO/自然堂雪润晶采眼霜15g 淡化黑眼圈细纹紧致 眼部护理正品,169.0,2648,412,自然堂,447512.0,0.1555891238670695,100-200元,0,眼霜,169.77173913043478,中端品牌
2025-11-14,A20192955914,自然堂 活泉深层补水露 补水保湿 平衡油性肌肤化妆品护肤正品,99.0,14955,1492,自然堂,1480545.0,0.09976596456034771,50-100元,1,其他,169.77173913043478,中端品牌
2025-11-14,A20288779393,CHANDO/自然堂凝时鲜颜肌活眼部精华乳18g淡化细纹黑眼圈滋润眼霜,199.0,7355,930,自然堂,1463645.0,0.1264445955132563,100-200元,0,精华,169.77173913043478,中端品牌
2025-11-14,A20553423924,CHANDO/自然堂BB家族润泽无瑕养护粉底液遮瑕粉底液遮瑕调整肤色,108.0,28771,1716,自然堂,3107268.0,0.05964339091446248,100-200元,1,粉底,169.77173913043478,中端品牌
2025-11-14,A21301819561,CHANDO/自然堂雪域精粹水乳套装 爽肤水冰肌水乳液面霜护理套装,286.0,121620,16933,自然堂,34783320.0,0.13922874527215917,200-500元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A21625571512,CHANDO/自然堂水润保湿面部护理套装 洗面奶爽肤水乳液面霜补水女,189.0,346091,28585,自然堂,65411199.0,0.08259388426743255,100-200元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A22610223242,CHANDO/自然堂 雪润皙白冰肌水送面膜补水保湿修护爽肤水化妆水,118.0,14924,1808,自然堂,1761032.0,0.12114714553738944,100-200元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A22610607247,CHANDO/自然堂雪域冰肌水（凝润型）保湿补水修护滋润 爽肤水,125.0,42650,6101,自然堂,5331250.0,0.1430480656506448,100-200元,1,爽肤水,169.77173913043478,中端品牌
2025-11-14,A24543304827,自然堂 凝时鲜颜洁面霜110g 洁面保湿滋润不紧绷 洗面奶专柜正品,99.0,10860,2628,自然堂,1075140.0,0.2419889502762431,50-100元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A24543756285,CHANDO/自然堂雪域精粹纯粹滋润精华液 补水保湿修护滋润精华液,179.0,14594,1856,自然堂,2612326.0,0.12717555159654653,100-200元,1,精华,169.77173913043478,中端品牌
2025-11-14,A24543820600,CHANDO/自然堂男士保湿精华眼霜淡化黑眼圈细纹紧致眼部护理正品,98.0,4694,162,自然堂,460012.0,0.034512143161482746,50-100元,0,精华,169.77173913043478,中端品牌
2025-11-14,A24544528901,自然堂男士冰川控油爽肤水 补水保湿控油须后水正品包邮,69.0,6861,761,自然堂,473409.0,0.11091677598017782,50-100元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A24544728992,自然堂 雪域精粹纯粹眼霜15g 淡化黑眼圈细纹 保湿 专柜正品,178.0,9712,1549,自然堂,1728736.0,0.15949341021416805,100-200元,0,眼霜,169.77173913043478,中端品牌
2025-11-14,A24544816538,自然堂男士控油补水露 补水保湿控油清爽男士护肤品正品,79.0,6782,578,自然堂,535778.0,0.08522559716897671,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A24572480018,自然堂 活泉补水控油洁面膏（泡沫型）110g  深层清洁 正品 包邮,69.0,23076,3332,自然堂,1592244.0,0.14439244236436125,50-100元,1,洁面,169.77173913043478,中端品牌
2025-11-14,A24573368252,自然堂 雪润深澈皙白精华液40ml 保湿滋润 美白精华 面部精华正品,168.0,11282,1788,自然堂,1895376.0,0.15848253855699343,100-200元,1,精华,169.77173913043478,中端品牌
2025-11-14,A24573628465,专柜正品自然堂 活泉加倍保湿霜50g 补水锁水减少细纹滋润肌肤,110.0,8447,707,自然堂,929170.0,0.08369835444536522,100-200元,0,其他,169.77173913043478,中端品牌
2025-11-14,A24611880810,CHANDO/自然堂雪域滋润保湿精华霜BB霜35ml 补水保湿隔离BB霜正品,108.0,23421,3655,自然堂,2529468.0,0.1560565304641134,100-200元,1,精华,169.77173913043478,中端品牌
2025-11-14,A24612192437,CHANDO/自然堂雪润深澈皙白补水套装 洗面奶冰肌水乳液补水套装,339.0,29229,4624,自然堂,9908631.0,0.1581990488898012,200-500元,1,乳液,169.77173913043478,中端品牌
2025-11-14,A24612968810,CHANDO/自然堂雪域精粹纯粹冰肌滋润套装 洗面奶爽肤水乳液面霜,368.0,119516,17389,自然堂,43981888.0,0.14549516382743732,200-500元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A24613052135,CHANDO/自然堂雪润皙白精华套装 美白保湿补水滋润护理爽肤水精华,418.0,9023,1126,自然堂,3771614.0,0.12479219771694558,200-500元,0,精华,169.77173913043478,中端品牌
2025-11-14,A24723116941,CHANDO/自然堂凝时休眠霜（凝时鲜颜肌活霜淡化细纹面霜,198.0,15837,1692,自然堂,3135726.0,0.10683841636673612,100-200元,1,面霜,169.77173913043478,中端品牌
2025-11-14,A26101236774,自然堂 专柜正品 水润保湿柔肤乳 清透补水保湿乳液清透补水正品,68.0,55001,7357,自然堂,3740068.0,0.13376120434173924,50-100元,1,乳液,169.77173913043478,中端品牌
2025-11-14,A26231488273,自然堂 嫩白保湿柔肤水 135ml 娇颜亮润升级 正品包邮 保湿爽肤水,86.0,7053,1013,自然堂,606558.0,0.1436268254643414,50-100元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A26231656078,自然堂娇颜 保湿精华液 30ml 保湿补水提亮肤色 面部精华,118.0,1778,233,自然堂,209804.0,0.13104611923509563,100-200元,0,精华,169.77173913043478,中端品牌
2025-11-14,A26231700319,CHANDO/自然堂娇颜嫩白保湿霜（清爽型）50g玫瑰原液补水保湿正品,96.0,1773,256,自然堂,170208.0,0.14438804286520024,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A26231920211,CHANDO/自然堂水润保湿洗颜霜(干性肌肤适用) 100g补水保湿洗面奶,47.0,7124,1006,自然堂,334828.0,0.1412128017967434,0-50元,0,其他,169.77173913043478,中端品牌
2025-11-14,A26487404578,CHANDO/自然堂水润保湿洗颜霜 专柜正品 洗面奶女 深层清洁不紧绷,38.0,189494,28333,自然堂,7200772.0,0.14951924599195754,0-50元,1,其他,169.77173913043478,中端品牌
2025-11-14,A26631608431,CHANDO/自然堂娇颜嫩白基础三件套装面部护理套装 滋润保湿补水女,239.0,21694,2453,自然堂,5184866.0,0.11307273900617683,200-500元,1,其他,169.77173913043478,中端品牌
2025-11-14,A27616916890,CHANDO/自然堂凝时鲜颜冰肌水  淡化细纹补水保湿清爽修护爽肤水,159.0,12117,2369,自然堂,1926603.0,0.19551043987785754,100-200元,1,爽肤水,169.77173913043478,中端品牌
2025-11-14,A27616996800,CHANDO/自然堂雪域冰肌水清润型  补水保湿修护爽肤水,125.0,53857,11779,自然堂,6732125.0,0.21870880294112185,100-200元,1,爽肤水,169.77173913043478,中端品牌
2025-11-14,A35409594574,CHANDO/自然堂光透无瑕矿物养护两用粉饼保湿修护遮瑕定妆彩妆,119.0,21078,2173,自然堂,2508282.0,0.10309327260650916,100-200元,1,其他,169.77173913043478,中端品牌
2025-11-14,A35412716201,CHANDO/自然堂果漾莹亮养护唇彩 持久保湿滋润唇膏口红彩,80.0,7219,372,自然堂,577520.0,0.051530682920072034,50-100元,0,口红,169.77173913043478,中端品牌
2025-11-14,A35468501238,自然堂男士洁面2支装 深层清洁清爽控油洗面奶男士正品,69.0,14722,999,自然堂,1015818.0,0.06785762803966852,50-100元,1,洁面,169.77173913043478,中端品牌
2025-11-14,A35514813185,自然堂植萃净澈养护眼唇卸妆液深层清洁眼部唇部正品包邮,64.0,13225,1292,自然堂,846400.0,0.0976937618147448,50-100元,1,卸妆,169.77173913043478,中端品牌
2025-11-14,A35515318945,CHANDO/自然堂晶透无瑕散粉蜜粉定妆粉 控油保湿光泽美肌彩妆正品,115.0,20010,1686,自然堂,2301150.0,0.08425787106446776,100-200元,1,蜜粉,169.77173913043478,中端品牌
2025-11-14,A35515707656,CHANDO/自然堂翘密.纤长随心控睫毛膏黑色 浓密卷翘持久定型彩妆,90.0,5168,369,自然堂,465120.0,0.07140092879256967,50-100元,0,睫毛膏,169.77173913043478,中端品牌
2025-11-14,A35515918140,CHANDO/自然堂亲蜜亮彩唇膏笔护唇 保湿滋养多色口红彩妆,76.0,48989,3489,自然堂,3723164.0,0.07122006981159036,50-100元,1,口红,169.77173913043478,中端品牌
2025-11-14,A35516256562,CHANDO/自然堂植萃净澈养护卸妆乳 脸部卸妆温和舒缓彩妆正品包邮,88.0,33187,4180,自然堂,2920456.0,0.12595293337752733,50-100元,1,卸妆,169.77173913043478,中端品牌
2025-11-14,A35516497996,CHANDO/自然堂深邃精致眼线笔黑色 持久不黏腻眼部彩妆,64.0,1624,70,自然堂,103936.0,0.04310344827586207,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A35991467146,CHANDO/自然堂娇颜粉嫩眼霜套装 水嫩肌肤 爽肤水乳液眼霜,248.0,730,151,自然堂,181040.0,0.20684931506849316,200-500元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A40567602059,CHANDO/自然堂雪润皙白晶采日霜50g SPF15/PA++ 轻透保湿滋润修护,135.0,2343,291,自然堂,316305.0,0.12419974391805377,100-200元,0,其他,169.77173913043478,中端品牌
2025-11-14,A40568770399,自然堂 雪润皙白密集修护晚霜 50g 夜间修护补水加倍护理面霜,150.0,1177,153,自然堂,176550.0,0.12999150382327954,100-200元,0,面霜,169.77173913043478,中端品牌
2025-11-14,A41139239390,CHANDO/自然堂娇颜嫩肤保湿精华套装 滋润保湿补水面部护理 正品,339.0,4818,273,自然堂,1633302.0,0.05666251556662515,200-500元,0,精华,169.77173913043478,中端品牌
2025-11-14,A41198080050,CHANDO/自然堂凝时鲜颜保湿补水滋润呵护套装 护肤品套装女正品,459.0,19959,1471,自然堂,9161181.0,0.07370108722881907,200-500元,1,其他,169.77173913043478,中端品牌
2025-11-14,A41289308361,CHANDO/自然堂雪润皙白日晚霜套装 补水保湿滋润面霜套,509.0,3194,277,自然堂,1625746.0,0.08672510958046337,500-1000元,0,面霜,169.77173913043478,中端品牌
2025-11-14,A43217504667,CHANDO/自然堂雪域精粹滋润礼盒15周年定制纪念版套装,428.0,16022,4891,自然堂,6857416.0,0.30526775683435275,200-500元,1,其他,169.77173913043478,中端品牌
2025-11-14,A43447775221,自然堂自动双头易画眼线笔 帖服持久不晕染眼线笔 眼部,79.0,1562,95,自然堂,123398.0,0.06081946222791293,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A43469966875,CHANDO/自然堂炫彩盈润唇膏 滋润保湿持久唇膏多色口红女 彩妆,89.0,26724,2950,自然堂,2378436.0,0.11038766651698848,50-100元,1,口红,169.77173913043478,中端品牌
2025-11-14,A43610582500,CHANDO/自然堂 凝时鲜颜肌活修护眼霜15g 去淡化黑眼圈眼袋细纹,198.0,9693,1586,自然堂,1919214.0,0.16362323326111627,100-200元,0,眼霜,169.77173913043478,中端品牌
2025-11-14,A43976999773,自然堂雪域倍护防晒霜SPF30+PA+++隔离保湿防晒 正品,108.0,27397,4747,自然堂,2958876.0,0.17326714603788737,100-200元,1,防晒,169.77173913043478,中端品牌
2025-11-14,A43999582930,CHANDO/自然堂雪域轻盈身体防晒乳（喷雾型）SPF30/PA++防晒,108.0,5182,985,自然堂,559656.0,0.19008104978772675,100-200元,0,防晒,169.77173913043478,中端品牌
2025-11-14,A44038993268,CHANDO/自然堂 雪域冰肌晒后修护露 保湿晒后修护清爽补水保湿,89.0,1326,219,自然堂,118014.0,0.16515837104072398,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A44148996597,CHANDO/自然堂雪润晶采裸透气垫霜 保湿水润贴妆遮瑕 气垫BB霜,170.0,37555,2634,自然堂,6384350.0,0.07013713220609773,100-200元,1,其他,169.77173913043478,中端品牌
2025-11-14,A44381569009,自然堂亮眸持久眼线膏  持久防水不晕染速干眼彩妆,79.0,1084,100,自然堂,85636.0,0.09225092250922509,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A45582711354,CHANDO/自然堂凝时鲜颜淡斑精华液40ml淡化干纹细纹滋润精华正品,199.0,4878,976,自然堂,970722.0,0.2000820008200082,100-200元,0,精华,169.77173913043478,中端品牌
2025-11-14,A45757966524,自然堂 雪润晶采裸透气垫霜（替换装）保湿修颜水润贴妆 气垫BB霜,108.0,5047,1162,自然堂,545076.0,0.2302357836338419,100-200元,0,其他,169.77173913043478,中端品牌
2025-11-14,A520510483811,CHANDO/自然堂男士 控油活炭抗黑头洁面膏 清洁保湿控油 洗面奶,38.0,8630,2235,自然堂,327940.0,0.2589803012746234,0-50元,0,洁面,169.77173913043478,中端品牌
2025-11-14,A520516036804,CHANDO/自然堂男士控油柔珠深层洁面ㄠ 清爽控油不紧绷洗面奶,38.0,3146,620,自然堂,119548.0,0.19707565162110616,0-50元,0,洁面,169.77173913043478,中端品牌
2025-11-14,A520825271979,CHANDO/自然堂雪润晶采裸透气垫霜+替换装保湿水润贴妆BB霜套装,258.0,7813,883,自然堂,2015754.0,0.11301676692691667,200-500元,0,其他,169.77173913043478,中端品牌
2025-11-14,A521116505616,CHANDO/自然堂凝时鲜颜定制礼盒 淡化细纹干纹 滋润精华套装,398.0,4514,502,自然堂,1796572.0,0.11120957022596367,200-500元,0,精华,169.77173913043478,中端品牌
2025-11-14,A521250143002,CHANDO/自然堂雪域精粹纯粹保湿滋润 呵护套装 补水乳霜套装,668.0,2544,245,自然堂,1699392.0,0.09630503144654089,500-1000元,0,其他,169.77173913043478,中端品牌
2025-11-14,A522089794135,CHANDO/自然堂娇颜粉嫩保湿眼霜20g 淡化黑眼圈细纹 保湿专柜正品,88.0,21456,4863,自然堂,1888128.0,0.22664988814317674,50-100元,1,眼霜,169.77173913043478,中端品牌
2025-11-14,A522561470916,CHANDO/自然堂娇颜粉嫩洁肤霜 100g深层清洁补水 洗面奶女 正品,56.0,4589,1388,自然堂,256984.0,0.30246241011113534,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A522562862000,CHANDO/自然堂凝时鲜颜 滋润补水呵护臻选套装 淡化细纹补水保湿,548.0,37798,5803,自然堂,20713304.0,0.1535266416212498,500-1000元,1,其他,169.77173913043478,中端品牌
2025-11-14,A522585848277,CHANDO/自然堂彩妆护肤组合套装 唇膏眼线笔 滋润套装,483.0,43,6,自然堂,20769.0,0.13953488372093023,200-500元,0,其他,169.77173913043478,中端品牌
2025-11-14,A522587894416,CHANDO/自然堂滋润滋养护唇膏 保湿滋润修护干裂润唇膏 补水保湿,35.0,19650,6887,自然堂,687750.0,0.35048346055979646,0-50元,1,其他,169.77173913043478,中端品牌
2025-11-14,A522679381947,CHANDO/自然堂护手霜3支装套装面膜 滋润保湿 防裂修护护手霜包邮,69.0,18398,3114,自然堂,1269462.0,0.16925752799217306,50-100元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A523027269855,CHANDO/自然堂鲜嫩保湿护手霜50g保湿补水 改善干裂  护手霜包邮,29.0,4775,1289,自然堂,138475.0,0.26994764397905757,0-50元,0,其他,169.77173913043478,中端品牌
2025-11-14,A523032752155,CHANDO/自然堂柔润细嫩护手霜50g 滋润保湿补水嫩肤 护手霜包邮,29.0,4800,1730,自然堂,139200.0,0.36041666666666666,0-50元,0,其他,169.77173913043478,中端品牌
2025-11-14,A523215467607,CHANDO/自然堂凝时鲜颜冰肌水（滋润型）淡化细纹补水滋润爽肤水,159.0,2886,786,自然堂,458874.0,0.27234927234927236,100-200元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A524446570422,CHANDO/自然堂立体塑形双头眉笔 修饰眉部轮廓调整眉形彩妆女正品,69.0,12348,2022,自然堂,852012.0,0.16375121477162294,50-100元,1,其他,169.77173913043478,中端品牌
2025-11-14,A525534949077,CHANDO/自然堂凝时肌活修纹精华霜SPF30++修纹遮瑕补水保湿BB霜,149.0,7712,771,自然堂,1149088.0,0.0999740663900415,100-200元,0,精华,169.77173913043478,中端品牌
2025-11-14,A525790614451,CHANDO/自然堂弹嫩紧致抗皱精华液40ml 小V脸提升轮廓淡化皱纹,298.0,774,230,自然堂,230652.0,0.2971576227390181,200-500元,0,精华,169.77173913043478,中端品牌
2025-11-14,A525790914070,CHANDO/自然堂弹嫩紧致抗皱滋养乳液120ml 滋润保湿肌肤弹性轮廓,278.0,769,213,自然堂,213782.0,0.27698309492847856,200-500元,0,乳液,169.77173913043478,中端品牌
2025-11-14,A525806800455,CHANDO/自然堂弹嫩紧致抗皱气色液160ml 补水保湿滋润爽肤水正品,208.0,1075,319,自然堂,223600.0,0.29674418604651165,200-500元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A525810448956,CHANDO/自然堂弹嫩紧致抗皱滋养早安霜50g 日间防护肌肤弹性滋润,258.0,450,117,自然堂,116100.0,0.26,200-500元,0,其他,169.77173913043478,中端品牌
2025-11-14,A525891746038,CHANDO/自然堂雪润深澈洁面膏 110g 深层清洁不紧绷 洗面奶女,88.0,6970,2439,自然堂,613360.0,0.3499282639885222,50-100元,0,洁面,169.77173913043478,中端品牌
2025-11-14,A526274580793,CHANDO/自然堂多重隔离防晒乳SPF30+/PA++隔离保湿自然堂防晒霜女,68.0,145315,38066,自然堂,9881420.0,0.2619550631386987,50-100元,1,防晒,169.77173913043478,中端品牌
2025-11-14,A526419961142,CHANDO/自然堂多重隔离防晒乳SPF20/PA++ 隔离 保湿防晒霜女男,61.0,7034,1377,自然堂,429074.0,0.19576343474552174,50-100元,0,防晒,169.77173913043478,中端品牌
2025-11-14,A527409756844,CHANDO/自然堂雪润皙白晶采乳120ML 补水保湿滋润乳液 专柜正品,145.0,2675,709,自然堂,387875.0,0.26504672897196263,100-200元,0,乳液,169.77173913043478,中端品牌
2025-11-14,A528745013920,CHANDO/自然堂亲蜜莹润柔彩唇膏笔2.5g 水感亮泽 柔滑不粘腻,79.0,1534,103,自然堂,121186.0,0.06714471968709257,50-100元,0,其他,169.77173913043478,中端品牌
2025-11-14,A530588512969,CHANDO/自然堂凝时鲜颜滋润补水礼盒套装 洗面奶爽肤水乳液套装,528.0,3497,1160,自然堂,1846416.0,0.33171289676865884,500-1000元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A531338636494,CHANDO/自然堂雪润皙白多重防晒隔离霜 SPF30+/PA+++ 滋润保湿,108.0,101927,12557,自然堂,11008116.0,0.12319601283271361,100-200元,1,防晒,169.77173913043478,中端品牌
2025-11-14,A532236636799,CHANDO/自然堂喜马拉雅补水嫩肤面膜组合21片 补水保湿滋润面膜,118.0,56292,27516,自然堂,6642456.0,0.488808356427201,100-200元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A532702184800,CHANDO/自然堂雪域精粹净透冰肌角质调理凝露 去除老废角质,118.0,1127,497,自然堂,132986.0,0.4409937888198758,100-200元,0,其他,169.77173913043478,中端品牌
2025-11-14,A534148292967,自然堂轻透无瑕修颜霜SPF25 PA++ 多效BB 防晒隔离均匀肤色,99.0,8713,867,自然堂,862587.0,0.09950648456329622,50-100元,0,防晒,169.77173913043478,中端品牌
2025-11-14,A534266666696,CHANDO/自然堂轻透无瑕修颜霜SPF20 PA++（润白亮采）BB霜修颜,99.0,17902,1002,自然堂,1772298.0,0.055971399843592895,50-100元,1,其他,169.77173913043478,中端品牌
2025-11-14,A534268224523,CHANDO/自然堂弹嫩紧致水润套装 补水紧致滋养深层滋养修护套装,418.0,1073,101,自然堂,448514.0,0.09412861136999068,200-500元,0,其他,169.77173913043478,中端品牌
2025-11-14,A534268496859,CHANDO/自然堂弹嫩V脸滋养套装 紧致肌肤洗面奶+乳液爽肤水套装,518.0,1460,188,自然堂,756280.0,0.12876712328767123,500-1000元,0,爽肤水,169.77173913043478,中端品牌
2025-11-14,A537536839003,CHANDO/自然堂喜马拉雅雪域紫草细致毛孔亮润面膜8片装 补水保湿,48.0,13967,2282,自然堂,670416.0,0.16338512207345887,0-50元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A537613126508,CHANDO/自然堂喜马拉雅雪域补水保湿面膜26片平衡油脂细致毛孔,148.0,3350,532,自然堂,495800.0,0.15880597014925374,100-200元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A537613830611,CHANDO/自然堂喜马拉雅雪莲舒缓多效保湿面膜16片 肌肤水润舒适,96.0,549,208,自然堂,52704.0,0.3788706739526412,50-100元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A537615114342,CHANDO/自然堂喜马拉雅雪域龙胆亮润面膜5片装 提亮肤色水润透亮,34.0,737,338,自然堂,25058.0,0.45861601085481685,0-50元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A537653165949,CHANDO/自然堂喜马拉雅多效补水保湿面膜16片装清盈保湿补水面膜,96.0,18053,575,自然堂,1733088.0,0.031850661939843795,50-100元,1,面膜,169.77173913043478,中端品牌
2025-11-14,A537693996012,CHANDO/自然堂喜马拉雅多效亮润面膜16片装深层滋养紧致肌肤面膜,96.0,390,161,自然堂,37440.0,0.4128205128205128,50-100元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A537778938843,CHANDO/自然堂喜马拉雅膜法补水保湿修36片装 深层补水植物面膜,198.0,6622,506,自然堂,1311156.0,0.07641196013289037,100-200元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A537821029195,CHANDO/自然堂喜马拉雅补水弹润面膜8片装 滋润补水面膜,48.0,2349,1068,自然堂,112752.0,0.454661558109834,0-50元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A538325602451,CHANDO/自然堂喜马拉雅补水嫩肤面膜组合86片 新品补水保湿面膜,388.0,385,1,自然堂,149380.0,0.0025974025974025974,200-500元,0,面膜,169.77173913043478,中端品牌
2025-11-14,A538605615069,CHANDO/自然堂自然堂 弹嫩滋养修护精华油 嫩滑肌肤 深入滋养,278.0,7,4,自然堂,1946.0,0.5714285714285714,200-500元,0,精华,169.77173913043478,中端品牌
